what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.acceleo.ide.ui,0.8.1.v200909161003,"org.eclipse.acceleo.ide.ui",1429127247206
stopped,bundle,org.eclipse.xpand.ui,0.7.2.v200908120436,"org.eclipse.xpand.ui",1429127247207
stopped,bundle,org.eclipse.emf.generic.editor,0.7.2.v200908120436,"org.eclipse.emf.generic.editor",1429127247217
stopped,bundle,org.eclipse.xtend.check.ui,0.7.2.v200908120436,"org.eclipse.xtend.check.ui",1429127247235
stopped,bundle,org.eclipse.xtend.typesystem.emf.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.emf.ui",1429127247235
stopped,bundle,org.eclipse.xtend.typesystem.uml2.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.uml2.ui",1429127247243
stopped,bundle,org.eclipse.xtend.typesystem.xsd.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.xsd.ui",1429127247245
stopped,bundle,org.eclipse.xtend.ui,0.7.2.v200908120436,"org.eclipse.xtend.ui",1429127247245
stopped,bundle,org.eclipse.xtend.shared.ui,0.7.2.v200908120436,"org.eclipse.xtend.shared.ui",1429127247249
stopped,bundle,org.eclipse.emf.mwe.ui,0.7.2.v200908120417,"org.eclipse.emf.mwe.ui",1429127247249
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1429127247249
stopped,bundle,org.eclipse.emf.mint.ui,0.8.0.v200906161513,"org.eclipse.emf.mint.ui",1429127247250
stopped,bundle,org.eclipse.m2m.qvt.oml.editor.ui,2.0.1.v20090701-2200,"org.eclipse.m2m.qvt.oml.editor.ui",1429127247250
stopped,bundle,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui",1429127247250
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1429127247260
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.204.v200909021537,"org.eclipse.wst.xsd.ui",1429127247294
stopped,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1429127247294
stopped,bundle,org.eclipse.wst.common.ui,1.1.402.v200901262305,"org.eclipse.wst.common.ui",1429127247313
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1429127247313
stopped,bundle,org.eclipse.mylyn.ide.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.ide.ui",1429127247314
stopped,bundle,org.eclipse.mylyn.team.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.team.ui",1429127247314
stopped,bundle,org.eclipse.mylyn.resources.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.resources.ui",1429127247316
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.1.3.v20100217-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1429127247327
stopped,bundle,org.eclipse.mylyn.context.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.ui",1429127247327
stopped,bundle,org.eclipse.mylyn.help.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.help.ui",1429127247334
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1429127247336
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.tasks.ui",1429127247337
stopped,bundle,org.eclipse.wst.sse.ui,1.1.102.v200910200227,"org.eclipse.wst.sse.ui",1429127247362
stopped,bundle,org.eclipse.search,3.5.0.v20090526-2000,"org.eclipse.search",1429127247362
stopped,bundle,org.eclipse.emf.compare.ui,1.0.1.v200909161031,"org.eclipse.emf.compare.ui",1429127247386
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1429127247386
stopped,bundle,org.eclipse.team.cvs.ui,3.3.200.I20090521-1750,"org.eclipse.team.cvs.ui",1429127247386
stopped,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1429127247386
stopped,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1429127247386
stopped,bundle,org.eclipse.jet.ui,1.0.0.v200906120900,"org.eclipse.jet.ui",1429127247386
stopped,bundle,org.eclipse.m2m.qvt.oml.runtime.ui,2.0.0.v20090526-1940,"org.eclipse.m2m.qvt.oml.runtime.ui",1429127247388
stopped,bundle,org.eclipse.m2m.qvt.oml.common.ui,2.0.0.v20090526-1940,"org.eclipse.m2m.qvt.oml.common.ui",1429127247408
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1429127247410
stopped,bundle,net.sourceforge.texlipse,1.4.1,"net.sourceforge.texlipse",1429127247411
stopped,bundle,org.eclipse.m2m.atl.core.ui.vm,3.0.2.v201001190421,"org.eclipse.m2m.atl.core.ui.vm",1429127247418
stopped,bundle,org.eclipse.m2m.atl.adt.debug,3.0.2.v201001190421,"org.eclipse.m2m.atl.adt.debug",1429127247429
stopped,bundle,org.eclipse.m2m.atl.adt.editor,3.0.2.v201001190421,"org.eclipse.m2m.atl.adt.editor",1429127247435
stopped,bundle,org.eclipse.m2m.atl.adt.ui,3.0.2.v201001190421,"org.eclipse.m2m.atl.adt.ui",1429127247435
stopped,bundle,org.eclipse.m2m.atl.core.ui,3.0.2.v201001190421,"org.eclipse.m2m.atl.core.ui",1429127247436
stopped,bundle,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui",1429127247436
stopped,bundle,org.eclipse.gmf.xpand.editor,2.0.0.v20090520-1343,"org.eclipse.gmf.xpand.editor",1429127247460
stopped,bundle,org.eclipse.emf.validation.ui.ide,1.3.0.v200901271722,"org.eclipse.emf.validation.ui.ide",1429127247477
stopped,bundle,org.eclipse.emf.validation.ui,1.3.0.v200901271722,"org.eclipse.emf.validation.ui",1429127247477
stopped,bundle,org.eclipse.gmf.ecore.editor,2.1.0.v20090529-1925,"org.eclipse.gmf.ecore.editor",1429127247477
stopped,bundle,org.eclipse.emf.ecoretools.diagram,0.9.0.v200906221231,"org.eclipse.emf.ecoretools.diagram",1429127247477
stopped,bundle,org.eclipse.uml2.diagram.activity,0.9.0.v200906190654,"org.eclipse.uml2.diagram.activity",1429127247477
stopped,bundle,org.eclipse.uml2.diagram.clazz,0.9.0.v200906190654,"org.eclipse.uml2.diagram.clazz",1429127247477
stopped,bundle,org.eclipse.uml2.diagram.component,0.9.0.v200906190654,"org.eclipse.uml2.diagram.component",1429127247477
stopped,bundle,org.eclipse.uml2.diagram.csd,0.9.0.v200906190654,"org.eclipse.uml2.diagram.csd",1429127247477
stopped,bundle,org.eclipse.uml2.diagram.deploy,0.9.0.v200906190654,"org.eclipse.uml2.diagram.deploy",1429127247477
stopped,bundle,org.eclipse.uml2.diagram.profile,0.9.0.v200906190654,"org.eclipse.uml2.diagram.profile",1429127247477
stopped,bundle,org.eclipse.uml2.diagram.sequence,0.9.0.v200906190654,"org.eclipse.uml2.diagram.sequence",1429127247477
stopped,bundle,org.eclipse.uml2.diagram.statemachine,0.9.0.v200906190654,"org.eclipse.uml2.diagram.statemachine",1429127247477
stopped,bundle,org.eclipse.uml2.diagram.usecase,0.9.0.v200906190654,"org.eclipse.uml2.diagram.usecase",1429127247477
stopped,bundle,org.pnml.tools.epnk.diagram,0.9.1.201101281458,"org.pnml.tools.epnk.diagram",1429127247477
stopped,bundle,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram",1429127247477
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.providers.ide,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.diagram.ui.providers.ide",1429127247477
stopped,bundle,org.eclipse.gmf.runtime.common.ui.action.ide,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.common.ui.action.ide",1429127247477
stopped,bundle,org.eclipse.emf.ecoretools.filters,0.8.0.v200906221231,"org.eclipse.emf.ecoretools.filters",1429127247477
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.geoshapes,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.diagram.ui.geoshapes",1429127247477
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.render,1.3.0.v20091126-1420,"org.eclipse.gmf.runtime.diagram.ui.render",1429127247477
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.printing.render,1.2.1.v20090729-2029,"org.eclipse.gmf.runtime.diagram.ui.printing.render",1429127247492
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.printing,1.3.0.v20091021-2333,"org.eclipse.gmf.runtime.diagram.ui.printing",1429127247495
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.providers,1.3.0.v20091126-1420,"org.eclipse.gmf.runtime.diagram.ui.providers",1429127247495
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.resources.editor.ide,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.diagram.ui.resources.editor.ide",1429127247509
stopped,bundle,org.eclipse.uml2.diagram.common,0.9.0.v200906190654,"org.eclipse.uml2.diagram.common",1429127247509
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.resources.editor,1.3.0.v20100113-1121,"org.eclipse.gmf.runtime.diagram.ui.resources.editor",1429127247509
stopped,bundle,org.eclipse.uml2.diagram.parser,0.9.0.v200906190654,"org.eclipse.uml2.diagram.parser",1429127247509
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.properties,1.3.0.v20100113-1121,"org.eclipse.gmf.runtime.diagram.ui.properties",1429127247522
stopped,bundle,org.eclipse.gmf.runtime.emf.ui.properties,1.2.0.v20090501-1750,"org.eclipse.gmf.runtime.emf.ui.properties",1429127247534
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.dnd,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.diagram.ui.dnd",1429127247542
stopped,bundle,org.eclipse.emf.ecoretools.diagram.ui.outline,0.9.0.v200906221231,"org.eclipse.emf.ecoretools.diagram.ui.outline",1429127247559
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.actions,1.3.0.v20100209-2200,"org.eclipse.gmf.runtime.diagram.ui.actions",1429127247559
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui,1.3.0.v20100209-2200,"org.eclipse.gmf.runtime.diagram.ui",1429127247559
stopped,bundle,org.eclipse.gmf.runtime.emf.ui,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.emf.ui",1429127247559
stopped,bundle,org.eclipse.gmf.runtime.common.ui.action,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.common.ui.action",1429127247559
stopped,bundle,org.eclipse.gmf.runtime.common.ui.services.dnd.ide,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.common.ui.services.dnd.ide",1429127247572
stopped,bundle,org.eclipse.gmf.runtime.common.ui.services.dnd,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.common.ui.services.dnd",1429127247576
stopped,bundle,org.eclipse.gmf.runtime.gef.ui,1.2.0.v20090520-1343,"org.eclipse.gmf.runtime.gef.ui",1429127247576
stopped,bundle,org.eclipse.gmf.runtime.emf.type.ui,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.emf.type.ui",1429127247576
stopped,bundle,org.eclipse.gmf.runtime.common.ui.services.action,1.3.0.v20091021-2333,"org.eclipse.gmf.runtime.common.ui.services.action",1429127247576
stopped,bundle,org.eclipse.gmf.runtime.common.ui.services,1.3.0.v20091126-1420,"org.eclipse.gmf.runtime.common.ui.services",1429127247576
stopped,bundle,org.eclipse.gmf.runtime.common.ui.services.properties,1.3.0.v20100113-1121,"org.eclipse.gmf.runtime.common.ui.services.properties",1429127247579
stopped,bundle,org.eclipse.gmf.runtime.draw2d.ui.render.awt,1.3.0.v20100113-1121,"org.eclipse.gmf.runtime.draw2d.ui.render.awt",1429127247597
stopped,bundle,org.eclipse.gmf.runtime.draw2d.ui.render,1.3.0.v20100113-1121,"org.eclipse.gmf.runtime.draw2d.ui.render",1429127247597
stopped,bundle,org.eclipse.gmf.runtime.draw2d.ui,1.3.0.v20100209-2200,"org.eclipse.gmf.runtime.draw2d.ui",1429127247597
stopped,bundle,org.eclipse.gmf.runtime.common.ui,1.2.1.v20090729-2029,"org.eclipse.gmf.runtime.common.ui",1429127247597
stopped,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1429127247597
stopped,bundle,org.eclipse.m2m.qvt.oml.emf.util.ui,2.0.0.v20090526-1940,"org.eclipse.m2m.qvt.oml.emf.util.ui",1429127247624
stopped,bundle,org.eclipse.xsd.editor,2.5.0.v200906151043,"org.eclipse.xsd.editor",1429127247624
stopped,bundle,org.eclipse.mylyn.commons.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.commons.ui",1429127247624
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.1.3.v20100217-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1429127247638
stopped,bundle,org.eclipse.xtext.example.domainmodel.ui,0.7.2.v200908120607,"org.eclipse.xtext.example.domainmodel.ui",1429127247645
stopped,bundle,org.eclipse.xtext.example.ecoredsl.ui,0.7.2.v200908120607,"org.eclipse.xtext.example.ecoredsl.ui",1429127247657
stopped,bundle,org.eclipse.xtext.example.fowlerdsl.ui,0.7.2.v200908120607,"org.eclipse.xtext.example.fowlerdsl.ui",1429127247671
stopped,bundle,org.eclipse.xtext.reference.ui,0.7.2.v200908120607,"org.eclipse.xtext.reference.ui",1429127247699
stopped,bundle,org.eclipse.xtext.example.domainmodel,0.7.2.v200908120607,"org.eclipse.xtext.example.domainmodel",1429127247721
stopped,bundle,org.eclipse.xtext.example.ecoredsl,0.7.2.v200908120607,"org.eclipse.xtext.example.ecoredsl",1429127247741
stopped,bundle,org.eclipse.xtext.example.fowlerdsl,0.7.2.v200908120607,"org.eclipse.xtext.example.fowlerdsl",1429127247755
stopped,bundle,org.eclipse.xtext.reference,0.7.2.v200908120607,"org.eclipse.xtext.reference",1429127247782
stopped,bundle,org.eclipse.xtext.xtext.ui,0.7.2.v200908120607,"org.eclipse.xtext.xtext.ui",1429127247792
stopped,bundle,org.pnml.tools.epnk.pntypes.hlpng.pntd.edit,0.9.0.201101281532,"org.pnml.tools.epnk.pntypes.hlpng.pntd.edit",1429127247810
stopped,bundle,org.pnml.tools.epnk.pntypes.hlpng.pntd,0.9.0.201101281532,"org.pnml.tools.epnk.pntypes.hlpng.pntd",1429127247815
stopped,bundle,org.pnml.tools.epnk.pntypes.hlpngs.datatypes.concretesyntax.edit,0.9.0.201101281532,"org.pnml.tools.epnk.pntypes.hlpngs.datatypes.concretesyntax.edit",1429127247819
stopped,bundle,org.pnml.tools.epnk.pntypes.hlpngs.datatypes.concretesyntax.generator,0.9.0.201101281532,"org.pnml.tools.epnk.pntypes.hlpngs.datatypes.concretesyntax.generator",1429127247822
stopped,bundle,org.pnml.tools.epnk.pntypes.hlpngs.datatypes.concretesyntax.ui,0.9.0.201101281532,"org.pnml.tools.epnk.pntypes.hlpngs.datatypes.concretesyntax.ui",1429127247827
stopped,bundle,org.pnml.tools.epnk.pntypes.hlpngs.datatypes.concretesyntax,0.9.0.201101281532,"org.pnml.tools.epnk.pntypes.hlpngs.datatypes.concretesyntax",1429127247860
stopped,bundle,org.eclipse.xtext.xtend,0.7.2.v200908120607,"org.eclipse.xtext.xtend",1429127247876
stopped,bundle,org.eclipse.xtext.ui.common,0.7.2.v200908120607,"org.eclipse.xtext.ui.common",1429127247891
stopped,bundle,org.eclipse.xtext.ui.core,0.7.2.v200908120607,"org.eclipse.xtext.ui.core",1429127247896
stopped,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1429127247896
stopped,bundle,org.eclipse.sdk,3.5.0.v200906111540,"org.eclipse.sdk",1429127247896
stopped,bundle,org.eclipse.emf.ecoretools,0.8.0.v200906221231,"org.eclipse.emf.ecoretools",1429127247896
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.resources",1429127247899
stopped,bundle,org.eclipse.wst.common.snippets,1.1.301.v201001280015,"org.eclipse.wst.common.snippets",1429127247932
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1429127247932
stopped,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1429127247953
stopped,bundle,org.eclipse.emf.databinding.edit,1.1.0.v200906151043,"org.eclipse.emf.databinding.edit",1429127247953
stopped,bundle,org.eclipse.emf.databinding,1.1.0.v200906151043,"org.eclipse.emf.databinding",1429127247953
stopped,bundle,org.eclipse.emf.cheatsheets,2.5.0.v200906151043,"org.eclipse.emf.cheatsheets",1429127247961
stopped,bundle,org.eclipse.emf.cdo.ui.defs,2.0.0.v200906160459,"org.eclipse.emf.cdo.ui.defs",1429127247967
stopped,bundle,org.eclipse.emf.cdo.ui,2.0.0.v200906160459,"org.eclipse.emf.cdo.ui",1429127247976
stopped,bundle,org.eclipse.uml2.uml.ecore.exporter,2.3.0.v200905041045,"org.eclipse.uml2.uml.ecore.exporter",1429127247995
stopped,bundle,org.eclipse.xsd.ecore.exporter,2.5.0.v200906151043,"org.eclipse.xsd.ecore.exporter",1429127248002
stopped,bundle,org.eclipse.emf.exporter,2.5.0.v200906151043,"org.eclipse.emf.exporter",1429127248028
stopped,bundle,org.eclipse.emf.importer.ecore,2.4.0.v200906151043,"org.eclipse.emf.importer.ecore",1429127248032
stopped,bundle,org.eclipse.emf.importer.java,2.5.0.v200906151043,"org.eclipse.emf.importer.java",1429127248036
stopped,bundle,org.eclipse.emf.importer.rose,2.5.0.v200906151043,"org.eclipse.emf.importer.rose",1429127248042
stopped,bundle,org.eclipse.uml2.uml.ecore.importer,2.3.0.v200905041045,"org.eclipse.uml2.uml.ecore.importer",1429127248046
stopped,bundle,org.eclipse.xsd.ecore.importer,2.5.0.v200906151043,"org.eclipse.xsd.ecore.importer",1429127248050
stopped,bundle,org.eclipse.emf.importer,2.5.0.v200906151043,"org.eclipse.emf.importer",1429127248054
stopped,bundle,org.eclipse.emf.converter,2.5.0.v200906151043,"org.eclipse.emf.converter",1429127248054
stopped,bundle,org.eclipse.uml2.codegen.ecore.ui,1.5.0.v200905041045,"org.eclipse.uml2.codegen.ecore.ui",1429127248078
stopped,bundle,org.eclipse.emf.codegen.ecore.ui,2.5.0.v200906151043,"org.eclipse.emf.codegen.ecore.ui",1429127248078
stopped,bundle,org.eclipse.emf.mapping.ecore2ecore.editor,2.4.0.v200906151043,"org.eclipse.emf.mapping.ecore2ecore.editor",1429127248081
stopped,bundle,org.eclipse.uml2.examples.uml.ui,3.0.0.v200905041045,"org.eclipse.uml2.examples.uml.ui",1429127248092
stopped,bundle,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.editor",1429127248093
stopped,bundle,org.eclipse.emf.mapping.ecore2xml.ui,2.5.0.v200906151043,"org.eclipse.emf.mapping.ecore2xml.ui",1429127248097
stopped,bundle,org.eclipse.emf.mapping.xsd2ecore.editor,2.4.0.v200906151043,"org.eclipse.emf.mapping.xsd2ecore.editor",1429127248122
stopped,bundle,org.eclipse.emf.mapping.ui,2.5.0.v200906151043,"org.eclipse.emf.mapping.ui",1429127248122
stopped,bundle,org.eclipse.emf.workspace.ui,1.3.0.v200901271819,"org.eclipse.emf.workspace.ui",1429127248131
stopped,bundle,org.eclipse.m2m.qvt.oml.samples,2.0.0.v20090608-1830,"org.eclipse.m2m.qvt.oml.samples",1429127248132
stopped,bundle,org.eclipse.uml2.uml.editor,3.0.0.v200905041045,"org.eclipse.uml2.uml.editor",1429127248159
stopped,bundle,org.eclipse.emf.ecoretools.properties,0.8.0.v200906221231,"org.eclipse.emf.ecoretools.properties",1429127248186
stopped,bundle,org.eclipse.emf.ecoretools.tabbedproperties,0.8.0.v200906221231,"org.eclipse.emf.ecoretools.tabbedproperties",1429127248191
stopped,bundle,org.eclipse.emf.teneo.eclipselink.ui,1.0.0.v200909151729,"org.eclipse.emf.teneo.eclipselink.ui",1429127248199
stopped,bundle,org.eclipse.emf.teneo.eclipselink.common.ui,1.0.0.v200909151729,"org.eclipse.emf.teneo.eclipselink.common.ui",1429127248207
stopped,bundle,org.eclipse.emf.transaction.ui,1.3.1.v20090819-1457,"org.eclipse.emf.transaction.ui",1429127248216
stopped,bundle,org.pnml.tools.epnk.editor,0.9.0.201101281458,"org.pnml.tools.epnk.editor",1429127248239
stopped,bundle,org.eclipse.emf.edit.ui,2.5.0.v200906151043,"org.eclipse.emf.edit.ui",1429127248239
stopped,bundle,org.eclipse.emf.codegen.ui,2.5.0.v200906151043,"org.eclipse.emf.codegen.ui",1429127248239
stopped,bundle,org.eclipse.emf.example.installer,1.1.0.v200906151043,"org.eclipse.emf.example.installer",1429127248273
stopped,bundle,org.eclipse.xsd.example.installer,1.0.0.v200906151043,"org.eclipse.xsd.example.installer",1429127248293
stopped,bundle,org.eclipse.emf.common.ui,2.5.0.v200906151043,"org.eclipse.emf.common.ui",1429127248294
stopped,bundle,org.eclipse.emf.ocl.examples,1.3.0.v200901271800,"org.eclipse.emf.ocl.examples",1429127248315
stopped,bundle,org.eclipse.emf.query.examples,1.2.0.v200901271643,"org.eclipse.emf.query.examples",1429127248329
stopped,bundle,org.eclipse.emf.transaction.examples,1.2.100.v200901271819,"org.eclipse.emf.transaction.examples",1429127248537
stopped,bundle,org.eclipse.emf.validation.examples,1.3.0.v200901271722,"org.eclipse.emf.validation.examples",1429127248715
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk",1429127248715
stopped,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1429127248715
stopped,bundle,org.eclipse.equinox.p2.ui,1.0.100.v20090527-1812,"org.eclipse.equinox.p2.ui",1429127248715
